Ad_ID,Campaign_Name,Date,Impressions,Clicks,Conversions,Ad_Spend ($),Revenue ($),Engagements,ROAS
2828,Summer Sale,2025-03-28,27982,12165,716,1657,16943,39648,10.23
2829,Winter Discount,2025-03-29,29802,7279,1377,3890,8953,4495,2.3
2830,Winter Discount,2025-03-30,161174,10163,1466,2362,6612,20111,2.8
2831,Black Friday,2025-03-01,106493,1945,1675,1157,15140,22128,13.09
2832,Summer Sale,2025-03-02,91330,12926,550,307,12582,21059,40.98
2833,Black Friday,2025-03-03,67698,12166,1091,663,11352,38768,17.12
2834,Holiday Special,2025-03-04,194697,12953,66,985,4612,46098,4.68
2835,Black Friday,2025-03-05,101600,2787,564,3750,6472,31447,1.73
2836,Winter Discount,2025-03-06,50663,14029,1422,3339,6823,20672,2.04
2837,Black Friday,2025-03-07,143678,4360,739,2676,6554,32475,2.45
2838,Summer Sale,2025-03-08,177106,902,1519,1767,1265,37252,0.72
2839,Black Friday,2025-03-09,29917,10259,858,4055,4909,31460,1.21
2840,Holiday Special,2025-03-10,144932,4540,1256,3380,5622,9627,1.66
2841,Holiday Special,2025-03-11,174008,11960,907,4166,10250,48596,2.46
2842,Holiday Special,2025-03-12,120430,7737,1360,2469,12792,16234,5.18
2843,New Arrivals,2025-03-13,132486,3726,955,726,10277,16712,14.16
2844,Summer Sale,2025-03-14,136234,14283,323,4784,18225,4840,3.81
2845,Winter Discount,2025-03-15,82971,10828,323,3869,15462,41114,4.0
2846,Holiday Special,2025-03-16,109938,8612,1028,620,15183,38620,24.49
2847,Holiday Special,2025-03-17,27497,12105,1381,3221,21690,16425,6.73
2848,Black Friday,2025-03-18,171358,2212,1752,3140,23071,34937,7.35
2849,Black Friday,2025-03-19,13520,5291,727,1273,24889,44124,19.55
2850,New Arrivals,2025-03-20,102024,13440,407,2734,3870,34683,1.42
2851,New Arrivals,2025-03-21,54304,4292,1922,4995,17809,9481,3.57
2852,Black Friday,2025-03-22,14805,3150,1783,2193,12568,22044,5.73
2853,Holiday Special,2025-03-23,62513,14758,1748,3537,24167,13529,6.83
2854,Summer Sale,2025-03-24,110775,12817,1036,4884,6246,27660,1.28
2855,Holiday Special,2025-03-25,23166,14024,1663,4990,16401,49131,3.29
2856,Black Friday,2025-03-26,192099,11778,1021,2435,14416,36574,5.92
2857,Holiday Special,2025-03-27,189216,8921,793,540,9617,35186,17.81
2858,Summer Sale,2025-03-28,48514,13428,1298,194,4592,28592,23.67
2859,New Arrivals,2025-03-29,83491,13946,900,1528,11585,49450,7.58
2860,Black Friday,2025-03-30,51021,2870,114,1573,13154,12979,8.36
2861,Holiday Special,2025-03-01,156080,13842,1785,1691,11394,35402,6.74
2862,Black Friday,2025-03-02,53291,10795,1153,1649,3839,8752,2.33
2863,New Arrivals,2025-03-03,113538,12978,1876,442,10937,25567,24.74
2864,Winter Discount,2025-03-04,117942,2900,166,4719,5700,17133,1.21
2865,Black Friday,2025-03-05,113758,9293,339,4351,871,8929,0.2
2866,Black Friday,2025-03-06,133770,568,1727,1186,18477,6556,15.58
2867,New Arrivals,2025-03-07,198535,5055,1896,2404,8469,45074,3.52
2868,New Arrivals,2025-03-08,37626,5792,978,1811,24304,27542,13.42
2869,Black Friday,2025-03-09,86847,7652,360,690,8962,3947,12.99
2870,Holiday Special,2025-03-10,122804,3451,1930,3319,23627,26267,7.12
2871,Black Friday,2025-03-11,128767,5959,1337,2175,24665,10493,11.34
2872,New Arrivals,2025-03-12,70687,4195,685,3294,1774,22778,0.54
2873,Holiday Special,2025-03-13,63489,5764,1584,3074,6373,15664,2.07
2874,Black Friday,2025-03-14,157426,9149,1710,3938,5835,38639,1.48
2875,Winter Discount,2025-03-15,52108,653,1366,1404,12134,7930,8.64
2876,Black Friday,2025-03-16,107034,9726,1056,3819,8551,7407,2.24
2877,Winter Discount,2025-03-17,174998,9141,916,428,16212,4536,37.88
2878,Holiday Special,2025-03-18,195986,628,797,944,7024,46011,7.44
2879,Black Friday,2025-03-19,173136,12968,434,197,23815,26477,120.89
2880,Black Friday,2025-03-20,26491,7126,1219,3199,14445,42700,4.52
2881,Winter Discount,2025-03-21,132205,9345,1644,2630,19255,19306,7.32
2882,New Arrivals,2025-03-22,108137,11660,1073,3023,19855,8029,6.57
2883,Winter Discount,2025-03-23,62309,10866,382,2785,8369,11105,3.01
2884,Winter Discount,2025-03-24,126364,12743,1703,1976,12089,8387,6.12
2885,Black Friday,2025-03-25,102136,972,50,3595,22967,24309,6.39
2886,Black Friday,2025-03-26,187756,9835,947,3984,21704,26936,5.45
2887,Black Friday,2025-03-27,92026,12705,882,1854,7522,44279,4.06
2888,Summer Sale,2025-03-28,13609,14731,588,1008,4955,10318,4.92
2889,Holiday Special,2025-03-29,102492,2026,1187,3469,11379,27541,3.28
2890,Black Friday,2025-03-30,193999,4676,980,2881,9594,39100,3.33
2891,Black Friday,2025-03-01,16197,14311,1602,3835,3446,32952,0.9
2892,Holiday Special,2025-03-02,160104,3017,1216,462,14884,43218,32.22
2893,New Arrivals,2025-03-03,167294,2658,570,4124,14011,3775,3.4
2894,Black Friday,2025-03-04,128390,8429,895,4287,15273,39710,3.56
2895,Black Friday,2025-03-05,86883,13411,688,462,14559,7916,31.51
2896,Summer Sale,2025-03-06,129521,13974,1742,395,12689,6565,32.12
2897,Holiday Special,2025-03-07,178771,5791,1607,1003,6545,22507,6.53
2898,New Arrivals,2025-03-08,56405,3007,1997,1573,18168,19133,11.55
2899,New Arrivals,2025-03-09,17598,1862,1274,3811,11342,17224,2.98
2900,Summer Sale,2025-03-10,33657,11404,439,503,10838,36303,21.55
2901,Black Friday,2025-03-11,44986,6775,1442,2256,2326,16319,1.03
2902,Black Friday,2025-03-12,60543,14011,775,3451,12049,37195,3.49
2903,New Arrivals,2025-03-13,11643,10471,624,1501,9316,7703,6.21
2904,Holiday Special,2025-03-14,23269,1014,499,1353,21298,13044,15.74
2905,Black Friday,2025-03-15,120189,2760,1415,1766,18574,2657,10.52
2906,Winter Discount,2025-03-16,136076,7830,52,557,18268,38652,32.8
2907,New Arrivals,2025-03-17,65111,1167,1175,381,19755,12504,51.85
2908,Black Friday,2025-03-18,66620,4462,1007,2730,3427,21892,1.26
2909,Summer Sale,2025-03-19,48308,13573,605,1759,18758,48158,10.66
2910,Summer Sale,2025-03-20,175862,14904,834,1815,2523,49070,1.39
2911,Holiday Special,2025-03-21,138651,5358,312,4027,12530,32875,3.11
2912,Winter Discount,2025-03-22,183259,4937,1069,4072,6916,14225,1.7
2913,Black Friday,2025-03-23,155642,11553,432,4565,20342,5673,4.46
2914,Summer Sale,2025-03-24,12618,9255,1322,3712,19441,28262,5.24
2915,Holiday Special,2025-03-25,66918,7350,1510,4622,12711,19965,2.75
2916,New Arrivals,2025-03-26,93964,10740,1509,3812,13942,26763,3.66
2917,New Arrivals,2025-03-27,67594,3120,1011,3259,22374,44132,6.87
2918,Holiday Special,2025-03-28,101567,9262,704,209,22506,34684,107.68
2919,New Arrivals,2025-03-29,144209,5170,952,3310,8219,14622,2.48
2920,Holiday Special,2025-03-30,51279,10219,195,1946,17598,29559,9.04
2921,Summer Sale,2025-03-01,127047,3878,2000,3323,2672,15434,0.8
2922,Holiday Special,2025-03-02,57019,4023,878,3231,22269,30076,6.89
2923,New Arrivals,2025-03-03,49259,4032,1029,1830,24295,28668,13.28
2924,New Arrivals,2025-03-04,159471,14472,338,1784,17711,36638,9.93
2925,Holiday Special,2025-03-05,15305,9517,518,4927,19211,20035,3.9
2926,New Arrivals,2025-03-06,164506,4963,216,921,5926,22216,6.43
2927,New Arrivals,2025-03-07,38297,819,1322,1378,2356,38724,1.71
2928,Summer Sale,2025-03-08,196161,3809,520,3067,5467,34836,1.78
2929,New Arrivals,2025-03-09,36209,6243,486,3799,19158,44480,5.04
2930,New Arrivals,2025-03-10,158292,10235,1031,4753,13459,21783,2.83
2931,New Arrivals,2025-03-11,109014,8165,576,2130,1486,2890,0.7
2932,New Arrivals,2025-03-12,110959,12732,919,1012,14479,28699,14.31
2933,Holiday Special,2025-03-13,64383,8200,969,1261,22640,22060,17.95
2934,Winter Discount,2025-03-14,11406,4640,290,3311,24793,40259,7.49
2935,Summer Sale,2025-03-15,129838,5487,347,578,20047,24155,34.68
2936,Black Friday,2025-03-16,130624,9085,186,362,1820,6160,5.03
2937,Black Friday,2025-03-17,183221,14967,438,2947,10913,5873,3.7
2938,Black Friday,2025-03-18,127056,2765,1323,608,17782,31496,29.25
2939,Summer Sale,2025-03-19,30579,14103,407,1803,21936,38242,12.17
2940,Summer Sale,2025-03-20,65967,1040,339,1724,6845,12149,3.97
2941,Summer Sale,2025-03-21,199402,7772,479,1613,24640,24805,15.28
2942,Black Friday,2025-03-22,147085,2920,801,781,14640,40992,18.75
2943,Holiday Special,2025-03-23,14797,3193,1508,1813,12454,20233,6.87
2944,New Arrivals,2025-03-24,50567,12773,992,612,17748,43914,29.0
2945,Holiday Special,2025-03-25,70252,7832,56,3442,12823,42013,3.73
2946,Black Friday,2025-03-26,107909,14799,1274,1489,13543,11594,9.1
2947,New Arrivals,2025-03-27,160620,4591,1883,657,22768,36745,34.65
2948,Holiday Special,2025-03-28,190557,11900,682,1950,7696,17465,3.95
2949,Summer Sale,2025-03-29,26888,12258,1080,2219,18186,43844,8.2
2950,Winter Discount,2025-03-30,46847,8188,853,4568,11491,9275,2.52
2951,Black Friday,2025-03-01,71487,3734,1103,2807,10936,3907,3.9
2952,Black Friday,2025-03-02,150376,14139,1704,202,15111,39209,74.81
2953,Summer Sale,2025-03-03,163564,9351,530,479,16846,31456,35.17
2954,New Arrivals,2025-03-04,97904,2241,626,2411,18334,6419,7.6
2955,Holiday Special,2025-03-05,43921,12477,1955,246,19131,42590,77.77
2956,Winter Discount,2025-03-06,89731,12688,1028,4427,18279,44840,4.13
2957,New Arrivals,2025-03-07,71492,13228,1972,583,23035,6598,39.51
2958,Summer Sale,2025-03-08,26355,14638,135,225,22678,43680,100.79
2959,Holiday Special,2025-03-09,111763,11518,1871,4378,2478,24280,0.57
2960,Holiday Special,2025-03-10,22222,2471,1401,3686,23420,16728,6.35
2961,Black Friday,2025-03-11,192143,8920,1213,1313,14790,43120,11.26
2962,Summer Sale,2025-03-12,84330,13284,1919,1415,3124,32325,2.21
2963,Holiday Special,2025-03-13,24400,5098,1891,3356,21197,18728,6.32
2964,Winter Discount,2025-03-14,149203,12736,889,2646,19543,40427,7.39
2965,New Arrivals,2025-03-15,12251,1409,1010,2235,12831,17486,5.74
2966,Summer Sale,2025-03-16,53667,3216,1341,114,1498,42149,13.14
2967,Summer Sale,2025-03-17,195318,11460,1970,2539,6587,49152,2.59
2968,Winter Discount,2025-03-18,183807,2526,1721,4591,18526,5893,4.04
2969,Summer Sale,2025-03-19,117857,7033,807,3225,3742,11413,1.16
2970,Winter Discount,2025-03-20,153612,10154,525,595,11452,4832,19.25
2971,Winter Discount,2025-03-21,154138,9023,1710,3861,1021,48747,0.26
2972,Winter Discount,2025-03-22,12353,7743,799,1775,1128,46454,0.64
2973,New Arrivals,2025-03-23,105716,4594,798,486,20739,37659,42.67
2974,Black Friday,2025-03-24,160527,13403,131,1847,6240,18365,3.38
2975,New Arrivals,2025-03-25,181721,11774,80,3642,7938,44478,2.18
2976,Holiday Special,2025-03-26,167358,1996,145,586,6934,6884,11.83
2977,Black Friday,2025-03-27,17568,14810,454,361,21187,38359,58.69
2978,Holiday Special,2025-03-28,187728,1904,2000,2926,17582,13627,6.01
2979,New Arrivals,2025-03-29,113390,10374,869,1707,12314,31430,7.21
2980,Black Friday,2025-03-30,151272,2588,1736,4453,6669,27854,1.5
2981,New Arrivals,2025-03-01,155834,6530,1392,4702,4429,46077,0.94
2982,New Arrivals,2025-03-02,151346,12386,1658,4869,18828,18342,3.87
2983,Summer Sale,2025-03-03,127058,8916,354,2690,3895,20153,1.45
2984,Holiday Special,2025-03-04,26099,1308,1983,4381,831,35066,0.19
2985,Winter Discount,2025-03-05,93447,13929,1373,3926,8998,23886,2.29
2986,Holiday Special,2025-03-06,174788,10708,1256,2739,5972,24097,2.18
2987,Winter Discount,2025-03-07,160182,9395,1311,722,23140,8988,32.05
2988,Winter Discount,2025-03-08,59930,7804,1509,460,6332,32884,13.77
2989,New Arrivals,2025-03-09,110043,12248,1853,4117,5141,26539,1.25
2990,Black Friday,2025-03-10,73746,3032,1733,4048,16606,43429,4.1
2991,Black Friday,2025-03-11,41488,11084,610,118,7864,37735,66.64
2992,Summer Sale,2025-03-12,163662,3997,1035,3304,4589,13646,1.39
2993,New Arrivals,2025-03-13,165012,1156,612,2667,17012,45753,6.38
2994,New Arrivals,2025-03-14,16222,5089,1095,2036,9449,10604,4.64
2995,New Arrivals,2025-03-15,112079,8142,1442,4278,3238,40597,0.76
2996,Black Friday,2025-03-16,167372,1244,1385,4472,7353,30031,1.64
2997,Summer Sale,2025-03-17,108222,12625,1479,3365,7881,24718,2.34
2998,Summer Sale,2025-03-18,66204,14326,758,3716,24378,42843,6.56
2999,Holiday Special,2025-03-19,167462,13906,326,3249,10163,46558,3.13
3000,Winter Discount,2025-03-20,57884,11781,432,4424,4421,27441,1.0
